Id,Title,Category,Diagram,Interaction,Priority,State,Changed By,Description,Justification,Last Modified
989,Data Flow Heartbeat/ Reefer Temperature Data Is Potentially Interrupted,Denial Of Service,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
990,Potential Process Crash or Stop for Reefer Monitoring System,Denial Of Service,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,"Reefer Monitoring System crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
991,Data Flow Sniffing,Information Disclosure,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,"Data flowing across Heartbeat/ Reefer Temperature Data may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
992,Potential Data Repudiation by Reefer Monitoring System,Repudiation,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,"Reefer Monitoring System claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
993,Potential Lack of Input Validation for Reefer Monitoring System,Tampering,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,Data flowing across Heartbeat/ Reefer Temperature Data may be tampered with by an attacker. This may lead to a denial of service attack against Reefer Monitoring System or an elevation of privilege attack against Reefer Monitoring System or an information disclosure by Reefer Monitoring System. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,,Generated
994,Spoofing the Reefer Monitoring System Process,Spoofing,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,Reefer Monitoring System may be spoofed by an attacker and this may lead to information disclosure by Temperature Sensor. Consider using a standard authentication mechanism to identify the destination process.,,Generated
995,Spoofing the Temperature Sensor Process,Spoofing,Cargo Management System,Heartbeat/ Reefer Temperature Data,High,Not Started,,Temperature Sensor may be spoofed by an attacker and this may lead to unauthorized access to Reefer Monitoring System. Consider using a standard authentication mechanism to identify the source process.,,Generated
996,Spoofing the Network Interface System Process,Spoofing,Cargo Management System,Internal Process Information,High,Not Started,,Network Interface System may be spoofed by an attacker and this may lead to information disclosure by Cargo Management System. Consider using a standard authentication mechanism to identify the destination process.,,Generated
997,Potential Lack of Input Validation for Network Interface System,Tampering,Cargo Management System,Internal Process Information,High,Not Started,,Data flowing across Internal Process Information may be tampered with by an attacker. This may lead to a denial of service attack against Network Interface System or an elevation of privilege attack against Network Interface System or an information disclosure by Network Interface System. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,,Generated
1075,GPS Process Memory Tampered,Tampering,Navigation Automation System,Heartbeat/ Positioning Data,High,Not Started,,"If GPS is given access to memory, such as shared memory or pointers, or is given the ability to control what Route Planning, Collision Avoidance and Situational Awareness Controller executes (for example, passing back a function pointer.), then GPS can tamper with Route Planning, Collision Avoidance and Situational Awareness Controller. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
1074,Video Cameras Process Memory Tampered,Tampering,Navigation Automation System,Heartbeat/ Video Feed,High,Not Started,,"If Video Cameras is given access to memory, such as shared memory or pointers, or is given the ability to control what Route Planning, Collision Avoidance and Situational Awareness Controller executes (for example, passing back a function pointer.), then Video Cameras can tamper with Route Planning, Collision Avoidance and Situational Awareness Controller. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
